CAMPUS NAME AND NUMBER,CAMPUS CUMULATIVE YEAR END ENROLLMENT,CAMPUS DISCIPLINE POPULATION,CAMPUS DISCIPLINE RECORD COUNT,COUNT OF STUDENTS EXPELLED,COUNT OF STUDENTS EXPELLED TO JJAEP,COUNT OF STUDENTS REMOVED TO A DAEP,COUNT OF STUDENTS SUSPENDED IN SCHOOL,DISCRETIONARY DAEP REMOVALS,DISCRETIONARY EXPULSIONS,DISCRETIONARY EXPULSIONS TO JJAEP,MANDATORY DAEP REMOVALS,MANDATORY EXPULSIONS,MANDATORY EXPULSIONS TO JJAEP,STUDENTS SUSPENDED OUT OF SCHOOL,REGION,DISTRICT NAME AND NUMBER
MONTGOMERY EL 170903103,940.0,27.0,61.0,,,,24.0,,,,,,,,6,MONTGOMERY ISD 170903
MONTGOMERY H S 170903002,2771.0,309.0,783.0,,,49.0,279.0,15.0,,,38.0,,,97.0,6,MONTGOMERY ISD 170903
MONTGOMERY J H 170903042,1205.0,128.0,281.0,,,13.0,120.0,,,,,,,37.0,6,MONTGOMERY ISD 170903
MONTWOOD H S 071909002,2772.0,292.0,682.0,,,62.0,285.0,,,,,,,104.0,19,SOCORRO ISD 071909
MONTWOOD MIDDLE 071909045,749.0,125.0,350.0,,,,123.0,,,,,,,43.0,19,SOCORRO ISD 071909
MOODY EARLY CHILDHOOD CENTER 084902117,190.0,,,,,,,,,,,,,,4,GALVESTON ISD 084902
MOODY EL 161910101,261.0,26.0,59.0,,,,24.0,,,,,,,,12,MOODY ISD 161910
MOODY H S 161910001,213.0,54.0,119.0,,,,49.0,,,,,,,12.0,12,MOODY ISD 161910
MOODY H S 178904004,1642.0,110.0,202.0,,,29.0,104.0,15.0,,,15.0,,,,2,CORPUS CHRISTI ISD 178904
MOODY MIDDLE 161910041,241.0,37.0,150.0,,,,36.0,,,,,,,,12,MOODY ISD 161910
MOODY PRE-K 161910102,53.0,,,,,,,,,,,,,,12,MOODY ISD 161910
MOONEYHAM EL 043905124,859.0,,,,,,,,,,,,,,10,FRISCO ISD 043905
MOORE EL 101907115,886.0,40.0,106.0,,,,38.0,,,,,,,,4,CYPRESS-FAIRBANKS ISD 101907
MOORE EL 101917129,501.0,,20.0,,,,,,,,,,,,4,PASADENA ISD 101917
MOORE EL 178904148,632.0,13.0,22.0,,,,,,,,,,,,2,CORPUS CHRISTI ISD 178904
MOORE EL 220901144,944.0,49.0,87.0,,,,47.0,,,,,,,,11,ARLINGTON ISD 220901
MOORE M H EL 220905146,590.0,,,,,,,,,,,,,,11,FORT WORTH ISD 220905
MOORE MST MAGNET SCHOOL 212905045,880.0,206.0,643.0,,,16.0,180.0,,,,,,,84.0,7,TYLER ISD 212905
MOORHEAD J H 170902051,1164.0,268.0,754.0,,,20.0,248.0,,,,,,,90.0,6,CONROE ISD 170902
MORALES ELEMENTARY 101917133,548.0,19.0,39.0,,,,16.0,,,,,,,10.0,4,PASADENA ISD 101917
MORALES J H 232903044,698.0,210.0,968.0,,,44.0,163.0,43.0,,,14.0,,,144.0,20,UVALDE CISD 232903
MORAN SCHOOL 209902001,148.0,,,,,,,,,,,,,,14,MORAN ISD 209902
MOREHEAD MIDDLE 071902046,665.0,121.0,357.0,,,54.0,10.0,56.0,,,22.0,,,116.0,19,EL PASO ISD 071902
MORENO EL 071902167,524.0,,,,,,,,,,,,,,19,EL PASO ISD 071902
MORENO EL 101912359,772.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912
MORENO J H 013901041,513.0,161.0,426.0,,,33.0,144.0,,,,,,,69.0,2,BEEVILLE ISD 013901
MORGAN EL MAGNET SCHOOL 084902104,625.0,77.0,327.0,,,,77.0,,,,,,,,4,GALVESTON ISD 084902
MORGAN MILL EL 072910101,134.0,,,,,,,,,,,,,,11,MORGAN MILL ISD 072910
MORGAN SCHOOL 018903001,148.0,,,,,,,,,,,,,,12,MORGAN ISD 018903
MORNINGSIDE EL 031901129,690.0,,,,,,,,,,,,,,1,BROWNSVILLE ISD 031901
MORNINGSIDE EL 046902117,828.0,10.0,10.0,,,,10.0,,,,,,,,20,COMAL ISD 046902
MORNINGSIDE EL 061902121,394.0,,10.0,,,,,,,,,,,,11,LEWISVILLE ISD 061902
MORNINGSIDE EL 171901102,440.0,,,,,,,,,,,,,,16,DUMAS ISD 171901
MORNINGSIDE EL 220905147,639.0,12.0,16.0,,,,,,,,,,,12.0,11,FORT WORTH ISD 220905
MORNINGSIDE MIDDLE 220905054,716.0,279.0,875.0,,,22.0,194.0,,,,,,,226.0,11,FORT WORTH ISD 220905
MORRILL EL 015904109,499.0,17.0,21.0,,,,,,,,,,,16.0,20,HARLANDALE ISD 015904
MORRIS MIDDLE 101917135,952.0,193.0,504.0,,,,155.0,,,,,,,109.0,4,PASADENA ISD 101917
MORRIS MIDDLE 108906045,998.0,199.0,566.0,,,25.0,188.0,,,,,,,59.0,1,MCALLEN ISD 108906
MORRIS UPCHURCH MIDDLE 034907041,380.0,57.0,137.0,,,,55.0,,,,,,,,8,QUEEN CITY ISD 034907
MORTON EL 220901131,618.0,44.0,77.0,,,,34.0,,,,,,,21.0,11,ARLINGTON ISD 220901
MORTON RANCH EL 101914130,1011.0,34.0,53.0,,,,34.0,,,,,,,,4,KATY ISD 101914
MORTON RANCH H S 101914009,3200.0,353.0,840.0,,,41.0,291.0,,,,,,,124.0,4,KATY ISD 101914
MORTON RANCH J H 101914049,1272.0,195.0,336.0,,,17.0,148.0,,,,,,,83.0,4,KATY ISD 101914
MORTON SCHOOL 040901001,440.0,,,,,,,,,,,,,,17,MORTON ISD 040901
MOSS EL 057914126,461.0,40.0,81.0,,,,37.0,,,,,,,,10,MESQUITE ISD 057914
MOSS EL 114901111,547.0,,12.0,,,,,,,,,,,,18,BIG SPRING ISD 114901
MOSS HAVEN EL 057916132,509.0,12.0,20.0,,,,,,,,,,,,10,RICHARDSON ISD 057916
MOTLEY COUNTY SCHOOL 173901001,184.0,,,,,,,,,,,,,,17,MOTLEY COUNTY ISD 173901
MOTLEY EL 057914107,481.0,53.0,123.0,,,,49.0,,,,,,,12.0,10,MESQUITE ISD 057914
MOTT EL 227904121,758.0,10.0,18.0,,,,10.0,,,,,,,,13,PFLUGERVILLE ISD 227904
MOULTON EL 143902101,164.0,,,,,,,,,,,,,,3,MOULTON ISD 143902
MOULTON H S 143902001,140.0,,11.0,,,,,,,,,,,,3,MOULTON ISD 143902
MOUND EL 126902103,435.0,10.0,24.0,,,,,,,,,,,,11,BURLESON ISD 126902
MOUNT AUBURN EL 057905188,696.0,,,,,,,,,,,,,,10,DALLAS ISD 057905
MOUNT CALM ISD 109910101,211.0,16.0,25.0,,,,12.0,,,,,,,,12,MOUNT CALM ISD 109910
MOUNT CARMEL ACADEMY 101912311,350.0,22.0,26.0,,,,21.0,,,,,,,,4,HOUSTON ISD 101912
MOUNT PLEASANT DAEP 225902003,,51.0,138.0,,,,,,,,,,,34.0,8,MOUNT PLEASANT ISD 225902
MOUNT PLEASANT H S 225902001,1586.0,377.0,1121.0,,,46.0,351.0,33.0,,,19.0,,,100.0,8,MOUNT PLEASANT ISD 225902
MOUNT PLEASANT J H 225902041,760.0,235.0,949.0,,,27.0,221.0,18.0,,,11.0,,,71.0,8,MOUNT PLEASANT ISD 225902
MOUNTAIN VIEW EL 014906121,1044.0,68.0,159.0,,,,64.0,,,,,,,13.0,12,KILLEEN ISD 014906
MOUNTAIN VIEW H S 071901002,849.0,164.0,396.0,,,17.0,161.0,,,,,,,42.0,19,CLINT ISD 071901
MOUNTAINVIEW EL 161914116,416.0,44.0,128.0,,,,44.0,,,,,,,,12,WACO ISD 161914
MOZELLE BROWN EL 212906112,318.0,,,,,,,,,,,,,,7,WHITEHOUSE ISD 212906
MT ENTERPRISE EL 201907101,222.0,18.0,31.0,,,,18.0,,,,,,,,7,MOUNT ENTERPRISE ISD 201907
MT ENTERPRISE H S 201907001,229.0,28.0,45.0,,,,28.0,,,,,,,,7,MOUNT ENTERPRISE ISD 201907
MT PEAK EL 070908106,743.0,40.0,103.0,,,,40.0,,,,,,,,10,MIDLOTHIAN ISD 070908
MT VALLEY EL 046902120,477.0,10.0,19.0,,,,,,,,,,,,20,COMAL ISD 046902
MT VALLEY MIDDLE 046902046,801.0,176.0,592.0,,,26.0,171.0,14.0,,,13.0,,,71.0,20,COMAL ISD 046902
MT VERNON EL 080901103,685.0,61.0,99.0,,,,56.0,,,,,,,,8,MOUNT VERNON ISD 080901
MT VERNON H S 080901001,505.0,76.0,179.0,,,13.0,69.0,,,,,,,20.0,8,MOUNT VERNON ISD 080901
MT VERNON MIDDLE 080901041,555.0,79.0,116.0,,,11.0,69.0,,,,,,,,8,MOUNT VERNON ISD 080901
MUELLER EL 101915126,935.0,16.0,27.0,,,,15.0,,,,,,,,4,KLEIN ISD 101915
MUENSTER EL 049902101,285.0,,,,,,,,,,,,,,11,MUENSTER ISD 049902
MUENSTER H S 049902001,228.0,,10.0,,,,,,,,,,,,11,MUENSTER ISD 049902
MULESHOE H S 009901001,376.0,51.0,96.0,,,,41.0,,,,,,,18.0,17,MULESHOE ISD 009901
MULLIN EL 167902101,72.0,,,,,,,,,,,,,,12,MULLIN ISD 167902
MULLIN H S 167902001,64.0,17.0,22.0,,,,16.0,,,,,,,,12,MULLIN ISD 167902
MULLIN OAKS 167902002,217.0,,,,,,,,,,,,,,12,MULLIN ISD 167902
MUMFORD EL 198906101,398.0,,,,,,,,,,,,,,6,MUMFORD ISD 198906
MUMFORD H S 198906001,243.0,,,,,,,,,,,,,,6,MUMFORD ISD 198906
MUNDAY EL 138903101,269.0,,,,,,,,,,,,,,9,MUNDAY CISD 138903
MUNDAY SECONDARY 138903001,145.0,,,,,,,,,,,,,,9,MUNDAY CISD 138903
MURCHISON EL 107908101,186.0,,,,,,,,,,,,,,7,MURCHISON ISD 107908
MURCHISON EL 227904112,849.0,,10.0,,,,,,,,,,,,13,PFLUGERVILLE ISD 227904
MURCHISON MIDDLE 227901052,1461.0,173.0,485.0,,,,147.0,,,,,,,99.0,13,AUSTIN ISD 227901
MURIEL FORBES ACADEMY 015907124,337.0,30.0,67.0,,,,,,,,,,,29.0,20,SAN ANTONIO ISD 015907
MURNIN EL 015915130,952.0,48.0,77.0,,,,45.0,,,,,,,,20,NORTHSIDE ISD 015915
MURPHY MIDDLE 043910054,1288.0,45.0,74.0,,,,43.0,,,,,,,,10,PLANO ISD 043910
MURRY FLY EL 068901126,825.0,14.0,28.0,,,,11.0,,,,,,,,18,ECTOR COUNTY ISD 068901
MYATT EL 241903107,426.0,,,,,,,,,,,,,,3,EL CAMPO ISD 241903
MYERS EL 015915160,725.0,68.0,166.0,,,,68.0,,,,,,,,20,NORTHSIDE ISD 015915
MYRA GREEN MIDDLE 245903041,476.0,93.0,291.0,,,33.0,76.0,,,,,,,27.0,1,RAYMONDVILLE ISD 245903
MYRTLE COOPER EL 071909109,822.0,,12.0,,,,,,,,,,,,19,SOCORRO ISD 071909
N A HOWRY INTERMEDIATE 220910043,560.0,72.0,160.0,,,12.0,61.0,,,,,,,30.0,11,LAKE WORTH ISD 220910
N GARLAND H S 057909004,2773.0,227.0,619.0,,,19.0,170.0,,,,,,,125.0,10,GARLAND ISD 057909
N W HARLLEE EARLY CHILDHOOD CENTER 057905285,214.0,,,,,,,,,,,,,,10,DALLAS ISD 057905
NAAMAN FOREST H S 057909008,2267.0,445.0,1210.0,,,91.0,341.0,,,,,,,242.0,10,GARLAND ISD 057909
NACOGDOCHES H S 174904002,1694.0,605.0,1773.0,,,69.0,530.0,32.0,,,39.0,,,257.0,7,NACOGDOCHES ISD 174904
NADINE JOHNSON EL 246906121,460.0,29.0,61.0,,,,27.0,,,,,,,,13,HUTTO ISD 246906
NANCY J COCHRAN EL 057905236,584.0,10.0,17.0,,,,,,,,,,,10.0,10,DALLAS ISD 057905
NANCY MOSELEY EL 057905187,831.0,19.0,28.0,,,,,,,,,,,16.0,10,DALLAS ISD 057905
NANCY NEAL EL 220908126,463.0,,,,,,,,,,,,,,11,MANSFIELD ISD 220908
NANCY SMITH EL 209901101,318.0,,,,,,,,,,,,,,14,ALBANY ISD 209901
NANNY EL 137903101,221.0,,,,,,,,,,,,,,2,RIVIERA ISD 137903
NAOMI PASEMANN EL 246911103,713.0,,49.0,,,,,,,,,,,,13,TAYLOR ISD 246911
NAOMI PRESS EL 043907124,632.0,14.0,19.0,,,,,,,,,,,10.0,10,MCKINNEY ISD 043907
NARCISO CAVAZOS 108912112,533.0,26.0,44.0,,,,26.0,,,,,,,,1,LA JOYA ISD 108912
NASH EL 019907109,731.0,19.0,21.0,,,,17.0,,,,,,,,8,TEXARKANA ISD 019907
NATALIA EARLY CHILD CTR 163903102,262.0,,,,,,,,,,,,,,20,NATALIA ISD 163903
NATALIA EL 163903101,328.0,,,,,,,,,,,,,,20,NATALIA ISD 163903
NATALIA H S 163903001,327.0,34.0,72.0,,,,32.0,,,,,,,,20,NATALIA ISD 163903
NATALIA J H 163903041,263.0,28.0,47.0,,,11.0,25.0,,,,,,,,20,NATALIA ISD 163903
NATHA HOWELL EL 220905151,468.0,22.0,39.0,,,,,,,,,,,22.0,11,FORT WORTH ISD 220905
NATHAN ADAMS EL 057905233,554.0,,,,,,,,,,,,,,10,DALLAS ISD 057905
NATHANIEL HAWTHORNE EL 057905156,517.0,,,,,,,,,,,,,,10,DALLAS ISD 057905
NAVARRO EL 021902113,463.0,37.0,96.0,,,,31.0,,,,,,,17.0,6,BRYAN ISD 021902
NAVARRO EL 028902103,587.0,21.0,25.0,,,,18.0,,,,,,,,13,LOCKHART ISD 028902
NAVARRO EL 094903101,575.0,15.0,18.0,,,,15.0,,,,,,,,13,NAVARRO ISD 094903
NAVARRO EL 108906108,341.0,11.0,18.0,,,,11.0,,,,,,,,1,MCALLEN ISD 108906
NAVARRO H S 094903001,636.0,154.0,282.0,,,11.0,146.0,11.0,,,,,,29.0,13,NAVARRO ISD 094903
NAVARRO INT 094903102,459.0,43.0,96.0,,,,43.0,,,,,,,,13,NAVARRO ISD 094903
NAVARRO J H 094903041,359.0,58.0,152.0,,,,54.0,,,,,,,13.0,13,NAVARRO ISD 094903
NAVARRO MIDDLE 079901103,557.0,103.0,248.0,,,15.0,80.0,,,,,,,43.0,4,LAMAR CISD 079901
NAVARRO MIDDLE 101912054,772.0,186.0,514.0,,,25.0,117.0,10.0,,,18.0,,,128.0,4,HOUSTON ISD 101912
NAVASOTA H S 093904002,811.0,221.0,572.0,,,28.0,206.0,18.0,,,13.0,,,49.0,6,NAVASOTA ISD 093904
NAVASOTA J H 093904042,717.0,198.0,631.0,,,35.0,193.0,,,,,,,53.0,6,NAVASOTA ISD 093904
NAVO MIDDLE 061901047,1031.0,138.0,341.0,,,13.0,125.0,,,,,,,45.0,11,DENTON ISD 061901
NAZARETH SCHOOL 035903001,252.0,,11.0,,,,,,,,,,,,16,NAZARETH ISD 035903
NCI CHARTER SCHOOL WITHOUT WALLS 101853104,1234.0,,,,,,,,,,,,,,4,PROMISE COMMUNITY SCHOOL 101853
NEAL EL 015907155,582.0,,,,,,,,,,,,,,20,SAN ANTONIO ISD 015907
NEAL EL 021902118,446.0,,27.0,,,,,,,,,,,,6,BRYAN ISD 021902
NEBBIE WILLIAMS EL 199901107,525.0,24.0,47.0,,,,23.0,,,,,,,,10,ROCKWALL ISD 199901
NECHES EL 001906102,275.0,,35.0,,,,,,,,,,,,7,NECHES ISD 001906
NECHES H S 001906002,111.0,,12.0,,,,,,,,,,,,7,NECHES ISD 001906
NED E WILLIAMS EL 092903126,453.0,,,,,,,,,,,,,,7,LONGVIEW ISD 092903
NEDERLAND H S 123905001,1613.0,226.0,607.0,,,68.0,197.0,68.0,,,18.0,,,,5,NEDERLAND ISD 123905
NEEDVILLE EL 079906102,1312.0,,,,,,22.0,,,,,,,,4,NEEDVILLE ISD 079906
NEEDVILLE H S 079906001,1073.0,134.0,203.0,,,,129.0,,,,,,,,4,NEEDVILLE ISD 079906
NEEDVILLE J H 079906042,472.0,89.0,203.0,,,14.0,82.0,,,,,,,23.0,4,NEEDVILLE ISD 079906
NEEDVILLE MIDDLE 079906041,493.0,27.0,41.0,,,,27.0,,,,,,,,4,NEEDVILLE ISD 079906
NEFF ECC 101912209,717.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912
NEFF EL 101912394,806.0,12.0,20.0,,,,,,,,,,,10.0,4,HOUSTON ISD 101912
NEFF MIDDLE 015915041,1292.0,247.0,619.0,,,49.0,133.0,30.0,,,24.0,,,176.0,20,NORTHSIDE ISD 015915
NEIDIG EL 011902103,723.0,81.0,317.0,,,,64.0,,,,,,,44.0,13,ELGIN ISD 011902
NEIL ARMSTRONG EL 015908110,460.0,14.0,20.0,,,,13.0,,,,,,,,20,SOUTH SAN ANTONIO ISD 015908
NEISD - PK4SA 015910312,300.0,,,,,,,,,,,,,,20,NORTH EAST ISD 015910
NELDA SULLIVAN MIDDLE 101917146,670.0,137.0,323.0,,,,126.0,,,,,,,23.0,4,PASADENA ISD 101917
NELL HILL RHEA EL 129902108,705.0,,16.0,,,,,,,,,,,,10,FORNEY ISD 129902
NELLIE MAE GLASS ELEMENTARY 159901105,555.0,10.0,12.0,,,,,,,,,,,,20,EAGLE PASS ISD 159901
NELSON EARLY CHILDHOOD CAMPUS 015907245,251.0,,,,,,,,,,,,,,20,SAN ANTONIO ISD 015907
NELSON EL 061901121,671.0,15.0,30.0,,,,13.0,,,,,,,,11,DENTON ISD 061901
NELSON MIDDLE 043905057,782.0,54.0,132.0,,,,52.0,,,,,,,18.0,10,FRISCO ISD 043905
NESMITH EL 043918103,579.0,,,,,,,,,,,,,12.0,10,COMMUNITY ISD 043918
NETTIE BACCUS EL 111901105,614.0,46.0,80.0,,,,36.0,,,,,,,19.0,11,GRANBURY ISD 111901
NETTIE MARSHALL ACADEMY OF DUAL LA 174904104,388.0,12.0,55.0,,,,,,,,,,,11.0,7,NACOGDOCHES ISD 174904
NEW BOSTON H S 019905001,430.0,70.0,141.0,,,,68.0,,,,,,,10.0,8,NEW BOSTON ISD 019905
NEW BOSTON MIDDLE 019905041,312.0,48.0,100.0,,,,45.0,,,,,,,,8,NEW BOSTON ISD 019905
NEW BRAUNFELS H S 046901001,1858.0,253.0,542.0,,,34.0,227.0,15.0,,,21.0,,,70.0,13,NEW BRAUNFELS ISD 046901
NEW BRAUNFELS H S NINTH GRADE CENT 046901002,740.0,154.0,434.0,,,29.0,125.0,17.0,,,14.0,,,70.0,13,NEW BRAUNFELS ISD 046901
NEW BRAUNFELS MIDDLE 046901041,1224.0,135.0,381.0,,,20.0,122.0,,,,,,,46.0,13,NEW BRAUNFELS ISD 046901
NEW CANEY EL 170908102,683.0,36.0,76.0,,,,29.0,,,,,,,,6,NEW CANEY ISD 170908
NEW CANEY H S 170908001,2106.0,456.0,1340.0,,,79.0,398.0,53.0,,,36.0,,,151.0,6,NEW CANEY ISD 170908
NEW CANEY MIDDLE 170908045,866.0,189.0,586.0,,,15.0,177.0,,,,,,,41.0,6,NEW CANEY ISD 170908
NEW DEAL EL 152902101,336.0,,,,,,14.0,,,,,,,,17,NEW DEAL ISD 152902
NEW DEAL H S 152902001,235.0,26.0,52.0,,,,18.0,,,,,,,,17,NEW DEAL ISD 152902
NEW DEAL MIDDLE 152902041,269.0,39.0,95.0,,,,38.0,,,,,,,,17,NEW DEAL ISD 152902
NEW DIANA H S 230906001,330.0,35.0,61.0,,,,30.0,,,,,,,12.0,7,NEW DIANA ISD 230906
NEW DIANA MIDDLE 230906041,257.0,47.0,116.0,,,,44.0,,,,,,,,7,NEW DIANA ISD 230906
NEW DIRECTION LRN CTR 220907039,98.0,,,,,,,,,,,,,,11,KELLER ISD 220907
NEW DIRECTIONS 015807005,217.0,39.0,58.0,,,,,,,,,,,35.0,20,SOUTHWEST PREPARATORY SCHOOL 015807
NEW HOME SCHOOL 153905001,451.0,,,,,,,,,,,,,,17,NEW HOME ISD 153905
NEW HOPE 046802012,253.0,,,,,,,,,,,,,,20,TRINITY CHARTER SCHOOL 046802
NEW HOPE H S 246913011,131.0,10.0,12.0,,,,,,,,,,,,13,LEANDER ISD 246913
NEW HORIZON H S 126905002,70.0,28.0,56.0,,,,,,,,,,,25.0,11,JOSHUA ISD 126905
NEW HORIZONS 014804002,106.0,,12.0,,,,,,,,,,,,12,ORENDA CHARTER SCHOOL 014804
NEW HORIZONS LEARNING CENTER 116905001,113.0,35.0,63.0,,,15.0,,,,,,,,33.0,10,GREENVILLE ISD 116905
NEW MIDDLE 057914045,977.0,274.0,923.0,,,49.0,258.0,19.0,,,38.0,,,85.0,10,MESQUITE ISD 057914
NEW NEIGHBOR CAMPUS 101853108,40.0,,,,,,,,,,,,,,4,PROMISE COMMUNITY SCHOOL 101853
NEW PRE-K CENTER 227907110,16.0,,,,,,,,,,,,,,13,MANOR ISD 227907
NEW SUMMERFIELD SCHOOL 037908001,571.0,54.0,93.0,,,,48.0,,,,,,,,7,NEW SUMMERFIELD ISD 037908
NEW TECH H S AT COPPELL 057922003,318.0,13.0,23.0,,,,11.0,,,,,,,,10,COPPELL ISD 057922
NEW WAVERLY EL 236901102,392.0,36.0,94.0,,,,36.0,,,,,,,,6,NEW WAVERLY ISD 236901
NEW WAVERLY H S 236901002,330.0,112.0,254.0,,,,107.0,,,,,,,11.0,6,NEW WAVERLY ISD 236901
NEW WAVERLY INT 236901101,166.0,30.0,76.0,,,,30.0,,,,,,,,6,NEW WAVERLY ISD 236901
NEW WAVERLY J H 236901042,241.0,78.0,236.0,,,,78.0,,,,,,,,6,NEW WAVERLY ISD 236901
NEWCASTLE SCHOOL 252902002,243.0,33.0,64.0,,,,32.0,,,,,,,,9,NEWCASTLE ISD 252902
NEWCOMER CENTER 220901008,250.0,37.0,52.0,,,,16.0,,,,,,,22.0,11,ARLINGTON ISD 220901
NEWELL E WOOLLS INT 163904105,473.0,49.0,109.0,,,,45.0,,,,,,,13.0,20,HONDO ISD 163904
NEWGULF EL 241901101,523.0,33.0,60.0,,,,33.0,,,,,,,,3,BOLING ISD 241901
NEWMAN EL 043905136,827.0,,,,,,,,,,,,,,10,FRISCO ISD 043905
NEWMAN EL 071902133,500.0,26.0,36.0,,,,16.0,,,,,,,14.0,19,EL PASO ISD 071902
NEWMAN EL 240903109,674.0,,,,,,,,,,,,,,1,UNITED ISD 240903
NEWMAN INTERNATIONAL ACADEMY AT FO 220817004,183.0,21.0,30.0,,,,11.0,,,,,,,11.0,11,NEWMAN INTERNATIONAL ACADEMY OF AR 220817
NEWMAN INTERNATIONAL ACADEMY AT GR 220817003,209.0,,11.0,,,,,,,,,,,,11,NEWMAN INTERNATIONAL ACADEMY OF AR 220817
NEWMAN INTERNATIONAL ACADEMY AT PI 220817006,202.0,,10.0,,,,,,,,,,,,11,NEWMAN INTERNATIONAL ACADEMY OF AR 220817
NEWMAN INTERNATIONAL ACADEMY OF AR 220817001,916.0,68.0,94.0,,,,34.0,,,,,,,41.0,11,NEWMAN INTERNATIONAL ACADEMY OF AR 220817
NEWMAN INTERNATIONAL ACADEMY OF MA 220817005,280.0,,,,,,,,,,,,,,11,NEWMAN INTERNATIONAL ACADEMY OF AR 220817
NEWMAN INTERNATIONAL AT CEDAR HILL 220817002,1119.0,89.0,129.0,,,,82.0,,,,,,,15.0,11,NEWMAN INTERNATIONAL ACADEMY OF AR 220817
NEWPORT EL 101906101,737.0,79.0,207.0,,,,78.0,,,,,,,,4,CROSBY ISD 101906
NEWTON EL 176902104,582.0,108.0,229.0,,,,108.0,,,,,,,,5,NEWTON ISD 176902
NEWTON H S 176902002,330.0,49.0,137.0,,,,33.0,,,,,,,32.0,5,NEWTON ISD 176902
NEWTON MIDDLE 176902041,231.0,42.0,73.0,,,,33.0,,,,,,,,5,NEWTON ISD 176902
NEWTON RAYZOR EL 061901107,661.0,,18.0,,,,,,,,,,,,11,DENTON ISD 061901
NEYSA CALLISON EL 246909136,887.0,48.0,80.0,,,,45.0,,,,,,,,13,ROUND ROCK ISD 246909
NICHOLS EL 015915170,489.0,,14.0,,,,,,,,,,,,20,NORTHSIDE ISD 015915
NICHOLS EL 043905134,579.0,,,,,,,,,,,,,,10,FRISCO ISD 043905
NICHOLS INT 037904043,832.0,119.0,218.0,,,,,,,,,,,119.0,7,JACKSONVILLE ISD 037904
NICHOLS J H 220901053,890.0,234.0,688.0,,,65.0,162.0,88.0,,,21.0,,,148.0,11,ARLINGTON ISD 220901
NICHOLS SAWMILL EL 170906107,665.0,31.0,73.0,,,,30.0,,,,,,,,6,MAGNOLIA ISD 170906
NICK KERR MIDDLE 126902042,1358.0,229.0,558.0,,,21.0,207.0,,,,,,,45.0,11,BURLESON ISD 126902
NIMITZ EL 133903103,519.0,,22.0,,,,,,,,,,,,20,KERRVILLE ISD 133903
NIMITZ H S 057912004,2645.0,395.0,874.0,,,98.0,310.0,22.0,,,95.0,,,199.0,10,IRVING ISD 057912
NIMITZ H S 101902005,2136.0,886.0,2833.0,,,93.0,828.0,62.0,,,49.0,,,267.0,4,ALDINE ISD 101902
NIMITZ MIDDLE 015910044,1393.0,329.0,1073.0,,,45.0,325.0,18.0,,,31.0,,,62.0,20,NORTH EAST ISD 015910
NIMITZ MIDDLE 068901046,1182.0,309.0,1298.0,,,36.0,221.0,19.0,,,21.0,,,208.0,18,ECTOR COUNTY ISD 068901
NIMITZ NINTH GRADE SCHOOL 101902085,764.0,317.0,1079.0,,,18.0,294.0,,,,,,,135.0,4,ALDINE ISD 101902
NINTH GRADE CENTER 057904002,639.0,280.0,940.0,,,30.0,273.0,19.0,,,13.0,,,62.0,10,CEDAR HILL ISD 057904
NISD BEXAR COUNTY JJA 015915039,,20.0,26.0,19.0,,,,,,,,,,,20,NORTHSIDE ISD 015915
NISD PKSA 015915667,585.0,,,,,,,,,,,,,,20,NORTHSIDE ISD 015915
NITA PEARSON EL 057909156,711.0,19.0,44.0,,,,18.0,,,,,,,,10,GARLAND ISD 057909
NITSCH EL 101915112,877.0,58.0,123.0,,,,33.0,,,,,,,40.0,4,KLEIN ISD 101915
NIXON EL 071902161,761.0,30.0,61.0,,,,27.0,,,,,,,,19,EL PASO ISD 071902
NIXON H S 240901002,2305.0,270.0,382.0,,,31.0,239.0,,,,34.0,,,29.0,1,LAREDO ISD 240901
NIXON SMILEY EL 089903101,484.0,14.0,20.0,,,,13.0,,,,,,,,13,NIXON-SMILEY CISD 089903
NIXON-SMILEY H S 089903001,330.0,31.0,49.0,,,,28.0,,,,,,,,13,NIXON-SMILEY CISD 089903
NIXON-SMILEY MIDDLE 089903041,341.0,23.0,38.0,,,,22.0,,,,,,,,13,NIXON-SMILEY CISD 089903
NIXON-SMILEY PACE 089903004,10.0,,,,,,,,,,,,,,13,NIXON-SMILEY CISD 089903
NOCONA EL 169902101,396.0,,12.0,,,,,,,,,,,,9,NOCONA ISD 169902
NOCONA H S 169902001,254.0,,77.0,,,,,,,,,,,,9,NOCONA ISD 169902
NOCONA MIDDLE 169902041,187.0,40.0,65.0,,,,39.0,,,,,,,,9,NOCONA ISD 169902
NOEL EL 068901124,521.0,21.0,34.0,,,,16.0,,,,,,,10.0,18,ECTOR COUNTY ISD 068901
NOEL GRISHAM MIDDLE 246909042,688.0,43.0,118.0,,,,39.0,,,,,,,11.0,13,ROUND ROCK ISD 246909
NOEMI DOMINGUEZ EL 031905105,523.0,26.0,50.0,,,,22.0,,,,,,,,1,LA FERIA ISD 031905
NOLA KATHRYN WILSON EL 129901102,657.0,42.0,72.0,,,11.0,35.0,,,,,,,13.0,10,CRANDALL ISD 129901
NOLAN CREEK SCHOOL 014804007,110.0,,,,,,,,,,,,,,12,ORENDA CHARTER SCHOOL 014804
